President,Date,Ordernumber,Description
George W. Bush,16-Jun-06,Executive Order 13405,Blocking Property of Certain Persons Undermining Democratic Processes or Institutions in Belarus
George W. Bush,23-Jun-06,Executive Order 13406,Protecting the Property Rights of the American People
George W. Bush,26-Jun-06,Executive Order 13407,Public Alert and Warning System
George W. Bush,29-Jun-06,Executive Order 13408,"Amending Executive Order 13381, as Amended, To Extend its Duration by One Year"
George W. Bush,3-Jul-06,Executive Order 13409,Establishing an Emergency Board To Investigate a Dispute Between Southeastern Pennsylvania Transportation Authority and its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen
George W. Bush,22-Aug-06,Executive Order 13410,Promoting Quality and Efficient Health Care in Federal Government Administered or Sponsored Health Care Programs
George W. Bush,29-Aug-06,Executive Order 13411,Improving Assistance for Disaster Victims
George W. Bush,13-Oct-06,Executive Order 13412,Blocking Property of and Prohibiting Transactions With the Government of Sudan
George W. Bush,27-Oct-06,Executive Order 13413,Blocking Property of Certain Persons Contributing to the Conflict in the Democratic Republic of the Congo
George W. Bush,3-Nov-06,Executive Order 13414,"Amendment to Executive Order 13402, Strengthening Federal Efforts To Protect Against Identity Theft"
George W. Bush,1-Dec-06,Executive Order 13415,Assignment of Certain Pay-Related Functions
George W. Bush,5-Dec-06,Executive Order 13416,Strengthening Surface Transportation Security
George W. Bush,6-Dec-06,Executive Order 13417,Establishing an Emergency Board To Investigate Disputes Between Metro-North Railroad and Certain of Its Employees Represented by Certain Labor Organizations
George W. Bush,14-Dec-06,Executive Order 13418,"Amendment to Executive Order 13317, Volunteers for Prosperity"
George W. Bush,20-Dec-06,Executive Order 13419,National Aeronautics Research and Development
George W. Bush,21-Dec-06,Executive Order 13420,Adjustments of Certain Rates of Pay
George W. Bush,28-Dec-06,Executive Order 13421,"Providing for the Closing of Government Departments and Agencies on January 2, 2007"
George W. Bush,18-Jan-07,Executive Order 13422,Further Amendment to Executive Order 12866 on Regulatory Planning and Review
George W. Bush,24-Jan-07,Executive Order 13423,"Strengthening Federal Environmental, Energy, and Transportation Management"
George W. Bush,26-Jan-07,Executive Order 13424,"Further Amendment to Executive Order 13285, Relating to the President's Council on Service and Civic Participation"
George W. Bush,14-Feb-07,Executive Order 13425,Trial of Alien Unlawful Enemy Combatants by Military Commission
George W. Bush,6-Mar-07,Executive Order 13426,Establishing a Commission on Care for America's Returning Wounded Warriors and a Task Force on Returning Global War on Terror Heroes
George W. Bush,7-Mar-07,Executive Order 13427,Extending Privileges and Immunities to the Permanent Observer Mission of the Holy See to the United Nations
George W. Bush,2-Apr-07,Executive Order 13428,Renaming a National Forest in the Commonwealth of Puerto Rico
George W. Bush,4-Apr-07,Executive Order 13429,Establishing an Emergency Board To Investigate a Dispute Between Metro-North Railroad and Its Maintenance of Way Employees Represented by the International Brotherhood of Teamsters
George W. Bush,18-Apr-07,Executive Order 13430,"2007 Amendments to the Manual For Courts-Martial, United States"
George W. Bush,8-May-07,Executive Order 13431,Establishment of Temporary Organization To Facilitate United States Government Assistance for Transition in Iraq
George W. Bush,14-May-07,Executive Order 13432,"Cooperation Among Agencies in Protecting the Environment With Respect to Greenhouse Gas Emissions From Motor Vehicles, Nonroad Vehicles, and Nonroad Engines"
George W. Bush,16-May-07,Executive Order 13433,Protecting American Taxpayers From Payment of Contingency Fees
George W. Bush,17-May-07,Executive Order 13434,National Security Professional Development
George W. Bush,20-Jun-07,Executive Order 13435,Expanding Approved Stem Cell Lines in Ethically Responsible Ways
George W. Bush,28-Jun-07,Executive Order 13437,Waiver Under the Trade Act of 1974 With Respect to Turkmenistan
George W. Bush,28-Jun-07,Executive Order 13436,"Further Amending Executive Order 13381, as Amended To Extend its Duration by One Year"
George W. Bush,17-Jul-07,Executive Order 13438,Blocking Property of Certain Persons Who Threaten Stabilization Efforts in Iraq
George W. Bush,18-Jul-07,Executive Order 13439,Establishing an Interagency Working Group on Import Safety
George W. Bush,20-Jul-07,Executive Order 13440,Interpretation of the Geneva Conventions Common Article 3 as Applied to a Program of Detention and Interrogation Operated by the Central Intelligence Agency
George W. Bush,1-Aug-07,Executive Order 13441,Blocking Property of Persons Undermining the Sovereignty of Lebanon or Its Democratic Processes and Institutions
George W. Bush,13-Aug-07,Executive Order 13442,Amending the Order of Succession in the Department of Homeland Security
George W. Bush,16-Aug-07,Executive Order 13443,Facilitation of Hunting Heritage and Wildlife Conservation
George W. Bush,12-Sep-07,Executive Order 13444,Extending Privileges and Immunities to the African Union Mission to the United States
George W. Bush,27-Sep-07,Executive Order 13445,Strengthening Adult Education
George W. Bush,28-Sep-07,Executive Order 13446,Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders
George W. Bush,28-Sep-07,Executive Order 13447,"Further 2007 Amendments to the Manual for Courts-Martial, United States"
George W. Bush,18-Oct-07,Executive Order 13448,Blocking Property and Prohibiting Certain Transactions Related to Burma
George W. Bush,20-Oct-07,Executive Order 13449,Protection of Striped Bass and Red Drum Fish Populations
George W. Bush,13-Nov-07,Executive Order 13450,Improving Government Program Performance
George W. Bush,19-Nov-07,Executive Order 13451,"Designating the ITER International Fusion Energy Organization as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
George W. Bush,28-Nov-07,Executive Order 13452,Establishing an Emergency Board To Investigate Disputes Between the National Railroad Passenger Corporation and Certain of Its Employees Represented by Certain Labor Organizations
George W. Bush,6-Dec-07,Executive Order 13453,"Closing of Executive Departments and Agencies of the Federal Government on Monday, December 24, 2007"
George W. Bush,4-Jan-08,Executive Order 13454,Adjustments of Certain Rates of Pay
George W. Bush,22-Jan-08,Executive Order 13455,Establishing the President's Advisory Council on Financial Literacy
George W. Bush,23-Jan-08,Executive Order 13456,Further Amendment of Executive Order 11858 Concerning Foreign Investment in the United States
George W. Bush,29-Jan-08,Executive Order 13457,Protecting American Taxpayers From Government Spending on Wasteful Earmarks
George W. Bush,4-Feb-08,Executive Order 13458,Implementation of the Protocol Additional to the Agreement Between the United States and the International Atomic Energy Agency for the Application of Safeguards in the United States of America
George W. Bush,7-Feb-08,Executive Order 13459,Improving the Coordination and Effectiveness of Youth Programs
George W. Bush,13-Feb-08,Executive Order 13460,Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria
George W. Bush,15-Feb-08,Executive Order 13461,Providing an Order of Succession Within the Department of Health and Human Services
George W. Bush,29-Feb-08,Executive Order 13462,President's Intelligence Advisory Board and Intelligence Oversight Board
George W. Bush,18-Apr-08,Executive Order 13463,Amending Executive Orders 13389 and 13390
George W. Bush,30-Apr-08,Executive Order 13464,Blocking Property and Prohibiting Certain Transactions Related to Burma
George W. Bush,6-Jun-08,Executive Order 13465,"Amending Executive Order 12989, as Amended"
George W. Bush,26-Jun-08,Executive Order 13466,Continuing Certain Restrictions With Respect to North Korea and North Korean Nationals
George W. Bush,30-Jun-08,Executive Order 13467,"Reforming Processes Related to Suitability for Government Employment, Fitness for Contractor Employees, and Eligibility for Access to Classified National Security Information"
George W. Bush,24-Jul-08,Executive Order 13468,"2008 Amendments to the Manual for Courts-Martial, United States"
George W. Bush,25-Jul-08,Executive Order 13469,Blocking Property of Additional Persons Undermining Democratic Processes or Institutions in Zimbabwe
George W. Bush,30-Jul-08,Executive Order 13470,"Further Amendments to Executive Order 12333, United States Intelligence Activities"
George W. Bush,28-Aug-08,Executive Order 13471,"Further Amendments to Executive Order 13285, President's Council on Service and Civic Participation"
George W. Bush,11-Sep-08,Executive Order 13472,Executive Branch Responsibilities With Respect to Orders of Succession
George W. Bush,25-Sep-08,Executive Order 13473,To Authorize Certain Noncompetitive Appointments in the Civil Service for Spouses of Certain Members of the Armed Forces
George W. Bush,26-Sep-08,Executive Order 13474,Amendments to Executive Order 12962
George W. Bush,7-Oct-08,Executive Order 13475,Further Amendments to Executive Orders 12139 and 12949 in Light of the Foreign Intelligence Surveillance Act of 1978 Amendments Act of 2008
George W. Bush,9-Oct-08,Executive Order 13476,Facilitation of a Presidential Transition
George W. Bush,31-Oct-08,Executive Order 13477,Settlement of Claims Against Libya
George W. Bush,18-Nov-08,Executive Order 13478,Amendments to Executive Order 9397 Relating to Federal Agency Use of Social Security Numbers
George W. Bush,18-Nov-08,Executive Order 13479,Transformation of the National Air Transportation System
George W. Bush,26-Nov-08,Executive Order 13480,Exclusions From the Federal Labor-Management Relations Program
George W. Bush,9-Dec-08,Executive Order 13481,Providing an Order of Succession Within the Department of Justice
George W. Bush,12-Dec-08,Executive Order 13482,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2008"
George W. Bush,9-Jan-09,Executive Order 13484,Amending the Order of Succession Within the Department of Agriculture
George W. Bush,9-Jan-09,Executive Order 13485,Providing an Order of Succession Within the Department of Transportation
George W. Bush,9-Jan-09,Executive Order 13486,Strengthening Laboratory Biosecurity in the United States
George W. Bush,16-Jan-09,Executive Order 13487,Establishment of a Temporary Organization To Facilitate United States Government Support for Afghanistan
George W. Bush,16-Jan-09,Executive Order 13488,Granting Reciprocity on Excepted Service and Federal Contractor Employee Fitness and Reinvestigating Individuals in Positions of Public Trust
Barack Obama,21-Jan-09,Executive Order 13489,Presidential Records
Barack Obama,21-Jan-09,Executive Order 13490,Ethics Commitments by Executive Branch Personnel
Barack Obama,22-Jan-09,Executive Order 13491,Ensuring Lawful Interrogations
Barack Obama,22-Jan-09,Executive Order 13492,Review and Disposition of Individuals Detained at the Guantánamo Bay Naval Base and Closure of Detention Facilities
Barack Obama,22-Jan-09,Executive Order 13493,Review of Detention Policy Options
Barack Obama,30-Jan-09,Executive Order 13494,Economy in Government Contracting
Barack Obama,30-Jan-09,Executive Order 13495,Nondisplacement of Qualified Workers Under Service Contracts
Barack Obama,30-Jan-09,Executive Order 13496,Notification of Employee Rights Under Federal Labor Laws
Barack Obama,30-Jan-09,Executive Order 13497,Revocation of Certain Executive Orders Concerning Regulatory Planning and Review
Barack Obama,5-Feb-09,Executive Order 13498,Amendments to Executive Order 13199 and Establishment of the President's Advisory Council for Faith-Based and Neighborhood Partnerships
Barack Obama,5-Feb-09,Executive Order 13499,"Further Amendments to Executive Order 12835, Establishment of the National Economic Council"
Barack Obama,5-Feb-09,Executive Order 13500,"Further Amendments to Executive Order 12859, Establishment of the Domestic Policy Council"
Barack Obama,6-Feb-09,Executive Order 13502,Use of Project Labor Agreements for Federal Construction Projects
Barack Obama,6-Feb-09,Executive Order 13501,Establishing the President's Economic Recovery Advisory Board
Barack Obama,19-Feb-09,Executive Order 13503,Establishment of the White House Office of Urban Affairs
Barack Obama,20-Feb-09,Executive Order 13504,Amending Executive Order 13390
Barack Obama,9-Mar-09,Executive Order 13505,Removing Barriers to Responsible Scientific Research Involving Human Stem Cells
Barack Obama,11-Mar-09,Executive Order 13506,Establishing a White House Council on Women and Girls
Barack Obama,8-Apr-09,Executive Order 13507,Establishment of the White House Office of Health Reform
Barack Obama,12-May-09,Executive Order 13508,Chesapeake Bay Protection and Restoration
Barack Obama,23-Jun-09,Executive Order 13509,Establishing a White House Council on Automotive Communities and Workers
Barack Obama,1-Jul-09,Executive Order 13510,Waiver Under the Trade Act of 1974 With Respect to the Republic of Belarus
Barack Obama,29-Sep-09,Executive Order 13511,Continuance of Certain Federal Advisory Committees
Barack Obama,29-Sep-09,Executive Order 13512,Amending Executive Order 13390
Barack Obama,1-Oct-09,Executive Order 13513,Federal Leadership on Reducing Text Messaging While Driving
Barack Obama,5-Oct-09,Executive Order 13514,"Federal Leadership in Environmental, Energy, and Economic Performance"
Barack Obama,14-Oct-09,Executive Order 13515,Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs
Barack Obama,28-Oct-09,Executive Order 13516,Amending Executive Order 13462
Barack Obama,30-Oct-09,Executive Order 13517,Amendments to Executive Orders 13183 and 13494
Barack Obama,9-Nov-09,Executive Order 13518,Employment of Veterans in the Federal Government
Barack Obama,17-Nov-09,Executive Order 13519,Establishment of the Financial Fraud Enforcement Task Force
Barack Obama,20-Nov-09,Executive Order 13520,Reducing Improper Payments
Barack Obama,24-Nov-09,Executive Order 13521,Establishing the Presidential Commission for the Study of Bioethical Issues
Barack Obama,9-Dec-09,Executive Order 13522,Creating Labor-Management Forums To Improve Delivery of Government Services
Barack Obama,11-Dec-09,Executive Order 13523,"Half-Day Closing of Executive Departments and Agencies on Thursday, December 24, 2009"
Barack Obama,16-Dec-09,Executive Order 13524,"Amending Executive Order 12425 Designating Interpol as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
Barack Obama,23-Dec-09,Executive Order 13525,Adjustments of Certain Rates of Pay
Barack Obama,29-Dec-09,Executive Order 13526,Classified National Security Information
Barack Obama,29-Dec-09,Order-,Original Classification Authority
Barack Obama,30-Dec-09,Executive Order 13527,Establishing Federal Capability for the Timely Provision of Medical Countermeasures Following a Biological Attack
Barack Obama,11-Jan-10,Executive Order 13528,Establishment of the Council of Governors
Barack Obama,16-Jan-10,Executive Order 13529,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty
Barack Obama,29-Jan-10,Executive Order 13530,President's Advisory Council on Financial Capability
Barack Obama,18-Feb-10,Executive Order 13531,National Commission on Fiscal Responsibility and Reform
Barack Obama,26-Feb-10,Executive Order 13532,"Promoting Excellence, Innovation, and Sustainability at Historically Black Colleges and Universities"
Barack Obama,1-Mar-10,Executive Order 13533,Providing an Order of Succession Within the Department of Defense
Barack Obama,11-Mar-10,Executive Order 13534,National Export Initiative
Barack Obama,24-Mar-10,Executive Order 13535,Ensuring Enforcement and Implementation of Abortion Restrictions in the Patient Protection and Affordable Care Act
Barack Obama,12-Apr-10,Executive Order 13536,Blocking Property of Certain Persons Contributing to the Conflict in Somalia
Barack Obama,14-Apr-10,Executive Order 13537,Interagency Group on Insular Affairs
Barack Obama,19-Apr-10,Executive Order 13538,Establishing the President's Management Advisory Board
Barack Obama,21-Apr-10,Executive Order 13539,President's Council of Advisors on Science and Technology
Barack Obama,26-Apr-10,Executive Order 13540,Interagency Task Force on Veterans Small Business Development
Barack Obama,7-May-10,Executive Order 13541,Temporary Organization To Facilitate a Strategic Partnership With the Republic of Iraq
Barack Obama,13-May-10,Executive Order 13542,Providing an Order of Succession Within the Department of Agriculture
Barack Obama,21-May-10,Executive Order 13543,National Commission on the BP Deepwater Horizon Oil Spill and Offshore Drilling
Barack Obama,10-Jun-10,Executive Order 13544,"Establishing the National Prevention, Health Promotion, and Public Health Council"
Barack Obama,22-Jun-10,Executive Order 13545,"President's Council on Fitness, Sports, and Nutrition"
Barack Obama,2-Jul-10,Executive Order 13546,Optimizing the Security of Biological Select Agents and Toxins in the United States
Barack Obama,19-Jul-10,Executive Order 13547,"Stewardship of the Ocean, Our Coasts, and the Great Lakes"
Barack Obama,26-Jul-10,Executive Order 13548,Increasing Federal Employment of Individuals With Disabilities
Barack Obama,18-Aug-10,Executive Order 13550,Establishment of Pakistan and Afghanistan Support Office
Barack Obama,18-Aug-10,Executive Order 13549,"Classified National Security Information Program for State, Local, Tribal, and Private Sector Entities"
Barack Obama,30-Aug-10,Executive Order 13551,Blocking Property of Certain Persons With Respect to North Korea
Barack Obama,31-Aug-10,Executive Order 13552,"2010 Amendments to the Manual for Courts-Martial, United States"
Barack Obama,28-Sep-10,Executive Order 13553,Blocking Property of Certain Persons With Respect to Serious Human Rights Abuses by the Government of Iran and Taking Certain Other Actions
Barack Obama,5-Oct-10,Executive Order 13554,Establishing the Gulf Coast Ecosystem Restoration Task Force
Barack Obama,19-Oct-10,Executive Order 13555,White House Initiative on Educational Excellence for Hispanics
Barack Obama,4-Nov-10,Executive Order 13557,Providing an Order of Succession Within the Department of Justice
Barack Obama,4-Nov-10,Executive Order 13556,Controlled Unclassified Information
Barack Obama,9-Nov-10,Executive Order 13558,Export Enforcement Coordination Center
Barack Obama,17-Nov-10,Executive Order 13559,Fundamental Principles and Policymaking Criteria for Partnerships With Faith-Based and Other Neighborhood Organizations
Barack Obama,14-Dec-10,Executive Order 13560,White House Council for Community Solutions
Barack Obama,22-Dec-10,Executive Order 13561,Adjustments of Certain Rates of Pay
Barack Obama,27-Dec-10,Executive Order 13562,Recruiting and Hiring Students and Recent Graduates
Barack Obama,18-Jan-11,Executive Order 13563,Improving Regulation and Regulatory Review
Barack Obama,31-Jan-11,Executive Order 13564,Establishment of the President's Council on Jobs and Competitiveness
Barack Obama,8-Feb-11,Executive Order 13565,Establishment of the Intellectual Property Enforcement Advisory Committees
Barack Obama,25-Feb-11,Executive Order 13566,Blocking Property and Prohibiting Certain Transactions Related to Libya
Barack Obama,7-Mar-11,Executive Order 13567,Periodic Review of Individuals Detained at Guantanamo Bay Naval Station Pursuant to the Authorization for Use of Military Force
Barack Obama,8-Mar-11,Executive Order 13568,Extending Provisions of the International Organizations Immunities Act to the Office of the High Representative in Bosnia and Herzegovina and the International Civilian Office in Kosovo
Barack Obama,5-Apr-11,Executive Order 13569,"Amendments to Executive Orders 12824, 12835, 12859, and 13532, Reestablishment Pursuant to Executive Order 13498, and Revocation of Executive Order 13507"
Barack Obama,18-Apr-11,Executive Order 13570,Prohibiting Certain Transactions With Respect to North Korea
Barack Obama,27-Apr-11,Executive Order 13571,Streamlining Service Delivery and Improving Customer Service
Barack Obama,29-Apr-11,Executive Order 13572,Blocking Property of Certain Persons With Respect to Human Rights Abuses in Syria
Barack Obama,18-May-11,Executive Order 13573,Blocking Property of Senior Officials of the Government of Syria
Barack Obama,23-May-11,Executive Order 13574,"Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Sanctions Act of 1996, as Amended"
Barack Obama,9-Jun-11,Executive Order 13575,Establishment of the White House Rural Council
Barack Obama,13-Jun-11,Executive Order 13576,"Delivering an Efficient, Effective, and Accountable Government"
Barack Obama,15-Jun-11,Executive Order 13577,Establishment of the SelectUSA Initiative
Barack Obama,6-Jul-11,Executive Order 13578,Coordinating Policies on Automotive Communities and Workers
Barack Obama,11-Jul-11,Executive Order 13579,Regulation and Independent Regulatory Agencies
Barack Obama,12-Jul-11,Executive Order 13580,Interagency Working Group on Coordination of Domestic Energy Development and Permitting in Alaska
Barack Obama,24-Jul-11,Executive Order 13581,Blocking Property of Transnational Criminal Organizations
Barack Obama,17-Aug-11,Executive Order 13582,Blocking Property of the Government of Syria and Prohibiting Certain Transactions With Respect to Syria
Barack Obama,18-Aug-11,Executive Order 13583,Establishing a Coordinated Government-Wide Initiative To Promote Diversity and Inclusion in the Federal Workforce
Barack Obama,9-Sep-11,Executive Order 13584,Developing an Integrated Strategic Counterterrorism Communications Initiative and Establishing a Temporary Organization To Support Certain Government-Wide Communications Activities Directed Abroad
Barack Obama,30-Sep-11,Executive Order 13585,Continuance of Certain Federal Advisory Committees
Barack Obama,6-Oct-11,Executive Order 13586,Establishing an Emergency Board To Investigate Disputes Between Certain Railroads Represented by the National Carriers' Conference Committee of the National Railway Labor Conference and Their Employees Represented by Certain Labor Organizations
Barack Obama,7-Oct-11,Executive Order 13587,Structural Reforms To Improve the Security of Classified Networks and the Responsible Sharing and Safeguarding of Classified Information
Barack Obama,31-Oct-11,Executive Order 13588,Reducing Prescription Drug Shortages
Barack Obama,9-Nov-11,Executive Order 13589,Promoting Efficient Spending
Barack Obama,20-Nov-11,Executive Order 13590,"Authorizing the Imposition of Certain Sanctions With Respect to the Provision of Goods, Services, Technology, or Support for Iran's Energy and Petrochemical Sectors"
Barack Obama,23-Nov-11,Executive Order 13591,Continuance of Certain Federal Advisory Committees
Barack Obama,2-Dec-11,Executive Order 13592,Improving American Indian and Alaska Native Educational Opportunities and Strengthening Tribal Colleges and Universities
Barack Obama,13-Dec-11,Executive Order 13593,"2011 Amendments to the Manual for Courts-Martial, United States"
Barack Obama,19-Dec-11,Executive Order 13595,"Instituting a National Action Plan on Women, Peace, and Security"
Barack Obama,19-Dec-11,Executive Order 13594,Adjustments of Certain Rates of Pay
Barack Obama,19-Dec-11,Executive Order 13596,Amendments to Executive Orders 12131 and 13539
Barack Obama,19-Jan-12,Executive Order 13597,Establishing Visa and Foreign Visitor Processing Goals and the Task Force on Travel and Competitiveness
Barack Obama,27-Jan-12,Executive Order 13598,Assignment of Functions Relating to Certain Promotion and Appointment Actions in the Armed Forces
Barack Obama,5-Feb-12,Executive Order 13599,Blocking Property of the Government of Iran and Iranian Financial Institutions
Barack Obama,9-Feb-12,Executive Order 13600,Establishing the President's Global Development Council
Barack Obama,28-Feb-12,Executive Order 13601,Establishment of the Interagency Trade Enforcement Center
Barack Obama,15-Mar-12,Executive Order 13602,"Establishing a White House Council on Strong Cities, Strong Communities"
Barack Obama,16-Mar-12,Executive Order 13603,National Defense Resources Preparedness
Barack Obama,22-Mar-12,Executive Order 13604,Improving Performance of Federal Permitting and Review of Infrastructure Projects
Barack Obama,13-Apr-12,Executive Order 13605,Supporting Safe and Responsible Development of Unconventional Domestic Natural Gas Resources
Barack Obama,22-Apr-12,Executive Order 13606,Blocking the Property and Suspending Entry into the United States of Certain Persons With Respect to Grave Human Rights Abuses by the Governments of Iran and Syria Via Information Technology
Barack Obama,27-Apr-12,Executive Order 13607,"Establishing Principles of Excellence for Educational Institutions Serving Service Members, Veterans, Spouses, and Other Family Members"
Barack Obama,1-May-12,Executive Order 13609,Promoting International Regulatory Cooperation
Barack Obama,1-May-12,Executive Order 13608,Prohibiting Certain Transactions With and Suspending Entry Into the United States of Foreign Sanctions Evaders With Respect to Iran and Syria
Barack Obama,10-May-12,Executive Order 13610,Identifying and Reducing Regulatory Burdens
Barack Obama,16-May-12,Executive Order 13611,"Blocking Property of Persons Threatening the Peace, Security, or Stability of Yemen"
Barack Obama,21-May-12,Executive Order 13615,Providing an Order of Succession Within the Office of Management and Budget
Barack Obama,21-May-12,Executive Order 13614,Providing an Order of Succession Within the Environmental Protection Agency
Barack Obama,21-May-12,Executive Order 13613,Providing an Order of Succession Within the Department of Commerce
Barack Obama,21-May-12,Executive Order 13612,Providing an Order of Succession Within the Department of Agriculture
Barack Obama,14-Jun-12,Executive Order 13616,Accelerating Broadband Infrastructure Deployment
Barack Obama,25-Jun-12,Executive Order 13617,Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons
Barack Obama,6-Jul-12,Executive Order 13618,Assignment of National Security and Emergency Preparedness Communications Functions
Barack Obama,11-Jul-12,Executive Order 13619,"Blocking Property of Persons Threatening the Peace, Security, or Stabilization of Burma"
Barack Obama,20-Jul-12,Executive Order 13620,Taking Additional Steps To Address the National Emergency With Respect to Somalia
Barack Obama,26-Jul-12,Executive Order 13621,White House Initiative on Educational Excellence for African Americans
Barack Obama,30-Jul-12,Executive Order 13622,Authorizing Additional Sanctions With Respect to Iran
Barack Obama,10-Aug-12,Executive Order 13623,Preventing and Responding to Violence Against Women and Girls Globally
Barack Obama,30-Aug-12,Executive Order 13624,Accelerating Investment in Industrial Energy Efficiency
Barack Obama,31-Aug-12,Executive Order 13625,"Improving Access to Mental Health Services for Veterans, Service Members, and Military Families"
Barack Obama,10-Sep-12,Executive Order 13626,Gulf Coast Ecosystem Restoration
Barack Obama,25-Sep-12,Executive Order 13627,Strengthening Protections Against Trafficking in Persons in Federal Contracts
Barack Obama,9-Oct-12,Executive Order 13628,Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Threat Reduction and Syria Human Rights Act of 2012 and Additional Sanctions With Respect to Iran
Barack Obama,26-Oct-12,Executive Order 13629,Establishing the White House Homeland Security Partnership Council
Barack Obama,6-Dec-12,Executive Order 13630,Establishment of an Interagency Task Force on Commercial Advocacy
Barack Obama,7-Dec-12,Executive Order 13632,Establishing the Hurricane Sandy Rebuilding Task Force
Barack Obama,7-Dec-12,Executive Order 13631,Reestablishment of Advisory Group
Barack Obama,21-Dec-12,Executive Order 13634,Reestablishment of Advisory Commission
Barack Obama,21-Dec-12,Executive Order 13633,"Closing of Executive Departments and Agencies of the Federal Government on Monday, December 24, 2012"
Barack Obama,27-Dec-12,Executive Order 13635,Adjustments of Certain Rates of Pay
Barack Obama,12-Feb-13,Executive Order 13636,Improving Critical Infrastructure Cybersecurity
Barack Obama,8-Mar-13,Executive Order 13637,Administration of Reformed Export Controls
Barack Obama,15-Mar-13,Executive Order 13638,Amendments to Executive Order 12777
Barack Obama,28-Mar-13,Executive Order 13639,Establishment of the Presidential Commission on Election Administration
Barack Obama,5-Apr-13,Executive Order 13640,Continuance of Advisory Council
Barack Obama,5-Apr-13,Executive Order 13641,Adjustment of Certain Rates of Pay
Barack Obama,9-May-13,Executive Order 13642,Making Open and Machine Readable the New Default for Government Information
Barack Obama,15-May-13,Executive Order 13643,"2013 Amendments to the Manual for Courts-Martial, United States"
Barack Obama,21-May-13,Executive Order 13644,Amendment to Executive Order 13639
Barack Obama,3-Jun-13,Executive Order 13645,Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Freedom and Counter-Proliferation Act of 2012 and Additional Sanctions With Respect to Iran
Barack Obama,25-Jun-13,Executive Order 13646,Establishing the President's Advisory Council on Financial Capability for Young Americans
Barack Obama,26-Jun-13,Executive Order 13647,Establishing the White House Council on Native American Affairs
Barack Obama,1-Jul-13,Executive Order 13648,Combating Wildlife Trafficking
Barack Obama,15-Jul-13,Executive Order 13649,Accelerating Improvements in HIV Prevention and Care in the United States Through the HIV Care Initiative
Barack Obama,1-Aug-13,Executive Order 13650,Improving Chemical Facility Safety and Security
Barack Obama,6-Aug-13,Executive Order 13651,Prohibiting Certain Imports of Burmese Jadeite and Rubies
Barack Obama,30-Sep-13,Executive Order 13652,Continuance of Certain Federal Advisory Committees
Barack Obama,1-Nov-13,Executive Order 13653,Preparing the United States for the Impacts of Climate Change
Barack Obama,21-Nov-13,Executive Order 13654,Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of its Employees Represented by Certain Labor Organizations
Barack Obama,23-Dec-13,Executive Order 13655,Adjustments of Certain Rates of Pay
Barack Obama,17-Jan-14,Executive Order 13656,Establishment of the Afghanistan and Pakistan Strategic Partnership Office and Amendment to Executive Order 12163
Barack Obama,10-Feb-14,Executive Order 13657,Changing the Name of the National Security Staff to the National Security Council Staff
Barack Obama,12-Feb-14,Executive Order 13658,Establishing a Minimum Wage for Contractors
Barack Obama,19-Feb-14,Executive Order 13659,Streamlining the Export/Import Process for America's Businesses
Barack Obama,6-Mar-14,Executive Order 13660,Blocking Property of Certain Persons Contributing to the Situation in Ukraine
Barack Obama,16-Mar-14,Executive Order 13661,Blocking Property of Additional Persons Contributing to the Situation in Ukraine
Barack Obama,20-Mar-14,Executive Order 13662,Blocking Property of Additional Persons Contributing to the Situation in Ukraine
Barack Obama,20-Mar-14,Executive Order 13663,Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations
Barack Obama,3-Apr-14,Executive Order 13664,Blocking Property of Certain Persons With Respect to South Sudan
Barack Obama,8-Apr-14,Executive Order 13665,Non-Retaliation for Disclosure of Compensation Information
Barack Obama,18-Apr-14,Executive Order 13666,Expanding Eligibility for the Defense Meritorious Service Medal
Barack Obama,12-May-14,Executive Order 13667,Blocking Property of Certain Persons Contributing to the Conflict in the Central African Republic
Barack Obama,27-May-14,Executive Order 13668,"Ending Immunities Granted to the Development Fund for Iraq and Certain Other Iraqi Property and Interests in Property Pursuant to Executive Order 13303, as Amended"
Barack Obama,13-Jun-14,Executive Order 13669,"2014 Amendments to the Manual for Courts-Martial, United States"
Barack Obama,14-Jun-14,Executive Order 13670,Establishing an Emergency Board To Investigate Disputes Between the Southeastern Pennsylvania Transportation Authority and Certain of Its Employees Represented by Certain Labor Organizations
Barack Obama,8-Jul-14,Executive Order 13671,Taking Additional Steps To Address the National Emergency With Respect to the Conflict in the Democratic Republic of the Congo
